    FACTOR MATRIX (1996-2005) INTELLECTUAL ST                                                                                                                                                                                                                            
  60Modular systems theory                     -0,004    -0,05     -0,082    0,068      0,03     -0,006    0,015     -0,009    0,001     -0,03     0,015     0,023     0,023     0,027     -0,004    -0,019    0,024     -0,017    0,026     -0,046    -0,048    -0,032    -0,047  
  61Organizational change                      -0,006    0,025     0,018     0,064     0,037     -0,024    -0,025    -0,059    0,046     -0,019    0,016     0,134     0,025     -0,261    -0,014    0,027     0,081     0,245     -0,055    -0,031    -0,036    -0,068    0,006   
  62Product-Service system                     -0,006    -0,034    -0,042    0,033     0,053     -0,019    -0,013    0,013     -0,01     0,063     -0,641    0,055     0,019     0,034     0,003     0,136     -0,038    0,066     -0,009    0,011     -0,066    -0,011    0,004   
  63Healthcare service innovation              -0,007    -0,036    -0,007    0,001     0,011     -0,002    0,005       0       -0,116    0,054     0,057     0,042     0,037     0,016     0,299     -0,026    -0,032    -0,018    0,003     0,026     -0,022    -0,007    0,324   
  64Transit/trafic/transport management        -0,007    -0,044    0,045     -0,035    0,013     -0,015    -0,018    -0,046    0,072     0,057     -0,431    0,013     0,001     0,016     -0,096    -0,002    -0,25     -0,048    0,244     0,006     0,027     -0,052    0,022   
  65Modular architecture                       -0,008    -0,052    -0,445    0,421     0,094     -0,014    0,013     -0,013    0,059     -0,104    -0,082    0,038     0,069     0,158     0,005     -0,121    0,061     -0,067    0,188     -0,064    -0,057    -0,081    -0,129  
  66Digital divide                             -0,009    0,003     -0,002    -0,025    0,004     -0,026    -0,011    -0,003    0,032     -0,103     0,02     0,035     0,019     0,007      0,04     0,035     0,003     0,006     -0,005    -0,024    -0,282    0,779     -0,009  
  67Local government                           -0,01     -0,034    -0,002    0,261     0,012     -0,005    0,008     -0,048    0,006     0,078     0,013     0,041     0,025     -0,74     -0,024    -0,004    0,029     -0,007    0,012     -0,016    -0,032    -0,01     -0,022  
  68Social Capital Theory                      -0,01     -0,019    0,006     -0,01     0,004     -0,01     0,008     -0,012    -0,009    -0,104    0,035     0,017     0,005     0,014     -0,02     0,016     0,005       0       0,008     -0,003    -0,017    0,019     0,006   
  69Digitalization                             -0,01     -0,036    0,033     0,582     -0,209    -0,009    -0,04      0,02     -0,042    -0,071    -0,162    -0,069    -0,02     0,202     0,016     -0,065    -0,001    -0,029    -0,077    -0,028    -0,01     -0,003    0,018   
  70Web                                        -0,011    0,017     -0,184    -0,009    0,038     0,006     0,018     -0,02     0,032     -0,007    0,055     0,047     0,013     0,052     -0,07     -0,13     -0,044     0,03     -0,072    0,068     0,549     0,199      0,03   
  71User-driven innovation                     -0,012    -0,031    0,026     0,004      0,03       0       -0,011    -0,009    -0,02     -0,087    0,008     -0,014    0,023     0,024     -0,037    -0,046    0,012     0,017     -0,026    -0,038    -0,01     -0,013    -0,063  
  72Viable Systems Approach                    -0,013    0,008     -0,026    -0,037    -0,025    -0,007    -0,031    -0,005    0,007     -0,004    0,013     -0,022    0,024     -0,012    -0,048    0,241     0,022     -0,17     -0,037    -0,018    -0,065    -0,075    -0,024  
  73APIs                                       -0,013    -0,008    -0,029    -0,035    -0,019    -0,004    -0,013    -0,022    0,008     0,058     -0,016    0,063     -0,045    0,015     -0,05     -0,071    0,002     0,112     -0,035    -0,04     0,014     0,035     -0,017  
  74Flexible standard                          -0,013    -0,012    -0,004    -0,018    0,005     -0,021    -0,007    -0,005      0       -0,024    0,003     0,018     0,026     -0,013    0,058     0,043     0,012     -0,077    0,002     -0,094    -0,034    -0,006    0,038   
  75Digital innovation                         -0,014    -0,094    0,065      0,29     0,066     -0,036      0       -0,014    0,254     0,239     0,261     0,182     0,004     0,251     -0,084    0,077     -0,05     0,134     0,095     -0,06     -0,062    -0,018    0,099   
  76e-service innovation                       -0,014    -0,009    -0,004    -0,019    -0,006    0,018     0,832     -0,011    -0,021    -0,021    0,018     -0,007    0,009     0,004     -0,009    -0,005    0,001     -0,002    -0,012    -0,028    -0,042    -0,007    -0,026  
  77Platform                                   -0,014    0,486     -0,086    0,085     0,049     -0,022    -0,063    -0,069     0,32     0,053     0,021     0,038     0,031     0,102     0,051     -0,254    0,027     -0,15     0,025     0,021     -0,052    0,152     -0,013  
  78Technological innovation system            -0,014    -0,029    -0,03     -0,09     -0,002    -0,025    -0,036    0,077     -0,045    0,033     -0,063    -0,026    0,118     0,014      -0,1     -0,18     0,039     -0,023    -0,035    -0,173    -0,055    -0,023    0,158   
  79Queueing theory                            -0,015      0       -0,003    -0,008    0,014       0       -0,004    -0,002    -0,025    0,001     -0,015    0,001     0,013     0,001     0,058     0,101     0,003       0       -0,012    -0,02     -0,011    0,025     0,017   
  80Service delivery                           -0,016     0,04     -0,002    -0,05     0,006     -0,02     0,067     -0,003    0,015     -0,604    0,053     -0,061    -0,043    0,009     -0,012    0,116     -0,022    -0,03     0,121     0,012     -0,023    0,136     0,089   
  81Open platform                              -0,016    0,031       0       -0,002    0,011     -0,002    -0,012    -0,012    0,013     0,022     0,007       0       0,006      0,01     -0,003    -0,034    0,012     -0,03     -0,019    -0,021    -0,012    0,016     -0,021  
  82Open data                                  -0,018      0       -0,012    -0,029    0,029     0,618     -0,017    0,016     -0,043    0,055     0,028     0,109      0,04     0,042     0,085     -0,087    -0,015    0,156     0,016     -0,024    -0,015    0,002     0,173   
  83Institutional                              -0,019    0,063     -0,061    0,053     0,041     0,016     -0,02     0,565     0,049     -0,081    -0,006    0,043     -0,059    -0,077    0,008      0,07     0,017     0,017     0,093     -0,084    -0,036    -0,042    0,202   
  84resource-based view (RBV)                  -0,02     -0,033      0       -0,065    -0,015    -0,018    -0,025    -0,024    -0,035    0,074     0,094     -0,005    0,015     0,021     -0,06     0,005     0,006     -0,115    -0,017    0,305     -0,041    -0,066    0,007   
  85Rural                                      -0,02     -0,015    0,002     -0,023    -0,001    -0,01     -0,019    -0,01     0,039     -0,08     0,009     0,039     0,007     -0,002    0,026     0,019     0,018     0,016     -0,01     -0,029    -0,285     0,76     -0,027  
  86User innovation theory                     -0,021    0,082     0,001     -0,027    0,008     -0,007    -0,014    -0,012    0,029     -0,009    -0,014    0,033     0,025     0,009     0,042     -0,079    -0,023    -0,003    -0,001    0,016     -0,028    0,007     -0,044  
  87Web service                                -0,021    -0,028    -0,341    -0,031    -0,001    -0,016    -0,029    -0,025    0,039     0,009     0,023      0,02     0,026     0,017     -0,038     0,02     -0,026    0,002      0,01     -0,03      0,66     0,196     -0,006  
  88m-service                                  -0,021    0,029       0       0,017     -0,004    0,001     -0,021    -0,022    -0,007    0,072     -0,029    -0,11     0,088     0,003     -0,068    -0,038    0,038     0,036     0,635     0,053     -0,022    0,056      0,04   
  89Customer-oriented public service system    -0,022    0,007     0,011     -0,006    0,008     0,005     0,013     -0,02     -0,024    0,024     -0,059    -0,003    0,015     -0,005    -0,009    -0,026    -0,787    -0,002    0,007     -0,017    0,016     -0,002    -0,009  
  90Mobile ecosystem                           -0,023    0,119     -0,007    -0,007    -0,014    -0,001    -0,006    0,019     -0,012    -0,189    -0,027    0,027     -0,113    -0,012    0,021     -0,031    -0,007    -0,023    0,771     -0,017    -0,014    -0,034    -0,027  
  91Systemic innovation theory                 -0,023    -0,007    0,014     -0,026    -0,011    -0,009    0,021     0,706     0,061     0,045     0,016     -0,016    0,006      0,03     0,012     -0,019    -0,033    -0,024    -0,03     0,049     0,003     0,003     -0,11   
  92Disruptive service innovation              -0,024    0,076     -0,008    -0,05     -0,025    -0,037    -0,035    -0,029    0,103     -0,076    -0,094    -0,089     0,01     0,013     -0,069    -0,113    0,023     -0,145    -0,079    -0,043    -0,009    -0,099    0,268   
  93Product-service innovation                 -0,025    -0,015    -0,004    -0,002    0,053     -0,011    0,237     0,001     0,013     0,126     0,001     0,053     -0,444    0,037     -0,044    -0,067    0,046     -0,007    -0,063    -0,161    -0,035    -0,039    -0,103  
  94Managing innovation for service            -0,025    -0,075    0,022     0,188     0,031     0,001     -0,063     0,1      -0,152    0,126     -0,103    -0,084    0,053     0,067     -0,067    -0,084    0,053     -0,004    0,033     0,073     -0,085    0,054     0,081   
  95Innovation system                          -0,026    -0,029    -0,067    -0,134    0,008     -0,018    -0,039     0,36     0,037     0,013     -0,011    0,046     0,132     0,002     -0,055    -0,223    -0,028    0,018     -0,066    -0,175    -0,06     -0,061    0,151   
  96Citizen                                    -0,026    -0,059    0,077     0,005     0,045     -0,058    -0,021     0,26     0,508     -0,011    0,119     0,035      0,04     -0,041     -0,1     0,031     -0,185    0,001     0,033     -0,028    0,008     0,174     0,116   
  97Nature conservation                        -0,028    -0,087    0,068     0,037     0,081     -0,049    0,004     -0,005     0,15     0,145     0,209      0,12     0,005     0,124     -0,065    0,181     -0,114    0,102     0,059     -0,046    -0,029    0,024     0,109   
  98Hospitality                                -0,029    -0,009    0,007     -0,053    -0,062      0       -0,039    -0,021    -0,073    0,011     0,018     -0,008    0,034     -0,004    -0,052    -0,042    0,024     -0,062    0,008     0,122     -0,035    0,011     0,025   
  99Eco-innovation in services                 -0,03     -0,009    0,009     -0,011    0,007     0,006     -0,021    -0,007    -0,021    -0,001    0,017     -0,034    -0,005      0       -0,037    -0,01     0,014     0,015     -0,026    -0,05     -0,008    -0,019    0,015   
 100SaaS                                       -0,03      0,01     -0,67     -0,007    -0,02     -0,001    -0,044    0,007     0,019      0,01     0,053      0,04     0,031      0,01     -0,004    -0,041    -0,005    0,044     -0,024    -0,027    0,209     0,056     -0,017  
 101Health-care                                -0,03     -0,045    -0,057    0,017     -0,043    -0,011    -0,012    0,008     -0,039    -0,05     0,055     0,038     0,018     -0,011    0,509     0,057     0,013     -0,001    -0,032    -0,076    -0,066     0,07     0,421   
 102Service management                         -0,03     -0,02      0,01     -0,008    0,065     0,013     0,289     -0,006    -0,078     0,01     -0,18      0,08     0,033     0,022     -0,049    0,052     0,049     0,032     -0,002    0,019     0,292     0,098      0,03   
 103Knowledge-based theory                     -0,032    0,036     0,013     0,004     0,004     -0,006    -0,015    -0,008    -0,002    -0,002    -0,026    0,001     0,002     -0,005    0,024     -0,065    0,024     -0,045    -0,022    -0,017    0,001       0       0,015   
 104Nation Health Service                      -0,032    -0,041    0,017     0,049     0,025     0,087     0,013     0,018     -0,165    0,091     0,027     0,056     0,043      0,04     0,158     -0,031    -0,012    0,021     0,028     -0,006    0,012     0,031     0,476   
 105Data-driven                                -0,032    -0,023    0,003     -0,014    -0,013    0,931     -0,008    -0,008    0,077     0,031     -0,007    -0,026    -0,013    0,002     -0,011    0,043     0,002     -0,066    0,009     -0,031    -0,009    -0,009    -0,016  
 106Self-service systems                       -0,032    -0,023    0,003     -0,014    -0,013    0,931     -0,008    -0,008    0,077     0,031     -0,007    -0,026    -0,013    0,002     -0,011    0,043     0,002     -0,066    0,009     -0,031    -0,009    -0,009    -0,016  
 107Digital artifact                           -0,033    0,025     -0,037    0,585     0,024     -0,004    -0,042    0,004     -0,014    -0,062    -0,025    -0,01     -0,003    0,239     -0,024    -0,142    -0,024    -0,046    -0,052    -0,091    -0,007    -0,017    -0,049  
 108Reasoned Action Theory                     -0,034    0,021     0,036     0,031     -0,004    0,022     -0,039    0,236     -0,009     0,05     -0,025    -0,051    -0,059    -0,009      0       -0,001    0,026     0,037     -0,03     0,262     0,051     0,059     -0,021  
 109Governance mechanisms                      -0,035    0,005     0,036     -0,019    -0,005    -0,004    -0,054    0,098     -0,022    -0,122    -0,009    0,031     -0,672    -0,051    0,009     -0,017    0,033     -0,022    0,316     0,038     0,024     -0,007     0,01   
 110Service delivery system                    -0,035    -0,009     0,02     -0,032    -0,005    -0,012    0,033     0,008     -0,002    -0,54     0,004     -0,007    -0,138     0,01     -0,021    0,075     0,009     -0,05     0,114     -0,083    -0,021    -0,02     0,116   
 111Industrial service innovation              -0,037    -0,035    -0,004    0,021     0,049     0,015     -0,041    0,025     -0,069    -0,03     0,028     -0,013    0,021     0,005      0,09     -0,121    -0,014     0,04     -0,006    0,095     -0,056    0,037     -0,028  
 112Public service innovation                  -0,037    -0,032    0,001     0,291     0,008     0,001     0,002     -0,024    0,057     0,042     0,028     0,017     0,036     -0,796    -0,023    -0,028    -0,135    0,004     0,001     -0,004    -0,031    -0,011    -0,035  
 113Public service system                      -0,038      0       0,016     0,055     0,004     0,004     0,019     -0,008    0,004     0,029     -0,023    -0,026    0,023     -0,146    -0,014    -0,003    -0,792     0,01     0,002     0,005     0,007     0,013     -0,02   
 114Competition                                -0,038    0,047     0,002     -0,013    0,053     -0,015     0,12     -0,044    0,081     0,182     -0,105    0,039     -0,156    -0,036    -0,083    -0,221     0,08     -0,148    0,121     -0,089    -0,031    0,008     -0,096  
 115Actor network theory (ANT)                 -0,04     0,042     -0,009    -0,008    0,007     -0,007    -0,021    -0,01     -0,006    0,006     0,016     0,004     0,011     0,002      0,08     0,019     0,006     -0,025    -0,02     0,004     -0,013    0,027     0,017   
 116Service science (SSMED)                    -0,04     0,083     -0,083    -0,061    0,015     -0,005    -0,056    -0,018    0,054     -0,084    -0,046    0,026     0,056      0,07     0,022     0,597     0,013     0,021     -0,074    -0,029    0,163     0,071     -0,119  
 117Open innovation                            -0,041    -0,01     -0,09     -0,13     -0,139    0,031     0,072     -0,023    0,118     0,106     0,043     0,213     -0,06     0,025     -0,04     -0,198     0,03     0,364     -0,059    -0,091    -0,069    -0,072    -0,063  
 118Smart City/smart city services             -0,042    -0,04     0,052     -0,003    0,017     0,012     -0,062    -0,008    0,544     0,012     0,026     0,052     0,024     0,043     0,035     0,021     0,028     0,065     -0,005    -0,052    0,026     -0,017    -0,076  
 119Co-opetition                               -0,043    -0,027    0,016     -0,037    -0,003    -0,001    -0,04     -0,009    -0,026    0,005     0,063     -0,003    -0,182    0,001     -0,006    -0,033    -0,008    0,066      0,03     0,006     -0,006    -0,038    -0,068  
